pmid	annotator	start_idx	end_idx	location	text_span	label
40568877	student_B	279	291	abstract	ergothioneine	chemical
40568877	student_B	294	295	abstract	ET	chemical
40568877	student_B	329	333	abstract	water	food
40568877	student_B	352	371	abstract	cognitive impairment	DDF
40568877	student_B	422	423	abstract	ET	chemical
40568877	student_B	487	501	abstract	neuronal damage	DDF
40568877	student_B	605	615	abstract	mouse brain	anatomical location
40568877	student_B	710	714	abstract	brain	anatomical location
40568877	student_B	757	770	abstract	gut microbiota	microbiome
40568877	student_B	825	833	abstract	Alistipes	bacteria
40568877	student_B	843	868	abstract	Clostridiales_unclassified	bacteria
40568877	student_B	882	908	abstract	Peptococcaceae_unclassified	bacteria
40568877	student_B	915	916	abstract	ET	chemical
40568877	student_B	949	960	abstract	butyric acid	chemical
40568877	student_B	963	977	abstract	isobutyric acid	chemical
40568877	student_B	984	995	abstract	valeric acid	chemical
40568877	student_B	998	1023	abstract	Serum metabolomic analysis	biomedical technique
40568877	student_B	1104	1116	abstract	sphingolipids	chemical
40568877	student_B	1122	1141	abstract	glycerophospholipids	chemical
40568877	student_B	1212	1231	abstract	Correlation analysis	statistical technique
40568877	student_B	1309	1322	abstract	gut microbiota	microbiome
40568877	student_B	1327	1349	abstract	short-chain fatty acids	chemical
40568877	student_B	1404	1414	abstract	metabolites	chemical
40568877	student_B	1428	1441	abstract	gut microbiota	microbiome
40568877	student_B	1447	1448	abstract	AD	DDF
40568877	student_B	1511	1512	abstract	ET	chemical
40568877	student_B	1539	1540	abstract	AD	DDF


39821830	student_B	14	27	title	gut microbiome	microbiome
39821830	student_B	65	102	title	relapsing remitting multiple sclerosis	DDF
39821830	student_B	29	42	abstract	gut microbiome	microbiome
39821830	student_B	68	85	abstract	multiple sclerosis	DDF
39821830	student_B	88	89	abstract	MS	DDF
39821830	student_B	156	169	abstract	gut microbiome	microbiome
39821830	student_B	175	190	abstract	blood metabolome	chemical
39821830	student_B	287	288	abstract	MS	DDF
39821830	student_B	343	356	abstract	gut microbiota	microbiome
39821830	student_B	379	402	abstract	16S rRNA gene sequencing	biomedical technique
39821830	student_B	411	442	abstract	untargeted metabolomics approach	biomedical technique
39821830	student_B	499	506	abstract	patients	human
39821830	student_B	513	534	abstract	relapsing-remitting MS	DDF
39821830	student_B	537	540	abstract	RRMS	DDF
39821830	student_B	547	562	abstract	healthy controls	human
39821830	student_B	565	567	abstract	HCs	human
39821830	student_B	594	597	abstract	RRMS	DDF
39821830	student_B	796	808	abstract	RRMS patients	human
39821830	student_B	937	943	abstract	Slackia	bacteria
39821830	student_B	946	958	abstract	Lactobacillus	bacteria
39821830	student_B	970	1022	abstract	glycerophospholipid metabolism-associated metabolites	chemical
39821830	student_B	1041	1056	abstract	GPCho(22:5/20:3)	chemical
39821830	student_B	1059	1079	abstract	PC(18:2(9Z,12Z)/16:0)	chemical
39821830	student_B	1082	1102	abstract	PE(16:0/18:2(9Z,12Z))	chemical
39821830	student_B	1105	1130	abstract	PE(18:1(11Z)/18:2(9Z,12Z))	chemical
39821830	student_B	1148	1165	abstract	PS(15:0/22:1(13Z))	chemical
39821830	student_B	1171	1183	abstract	RRMS patients	human
39821830	student_B	1203	1205	abstract	HCs	human
39821830	student_B	1290	1303	abstract	Lysinibacillus	bacteria
39821830	student_B	1306	1320	abstract	Parabacteroides	bacteria
39821830	student_B	1323	1329	abstract	UBA1819	bacteria
39821830	student_B	1347	1365	abstract	Lachnoanaerobaculum	bacteria
39821830	student_B	1376	1428	abstract	glycerophospholipid metabolism-associated metabolites	chemical
39821830	student_B	1446	1460	abstract	PE(P-16:0/22:6)	chemical
39821830	student_B	1478	1508	abstract	CL(i-12:0/i-16:0/i-17:0/i-12:0)	chemical
39821830	student_B	1537	1548	abstract	CMS patients	human
39821830	student_B	1555	1566	abstract	AMS patients	human
39821830	student_B	1661	1662	abstract	MS	DDF
39821830	student_B	1688	1694	abstract	UBA1819	bacteria
39821830	student_B	1713	1743	abstract	CL(i-12:0/i-16:0/i-17:0/i-12:0)	chemical
39821830	student_B	1828	1831	abstract	RRMS	DDF


37350810	student_B	0	13	title	Gut microbiota	microbiome
37350810	student_B	50	57	title	subjects	human
37350810	student_B	64	84	title	cognitive impairments	DDF
37350810	student_B	47	67	abstract	cognitive impairments	DDF
37350810	student_B	99	117	abstract	Alzheimer's disease	DDF
37350810	student_B	120	121	abstract	AD	DDF
37350810	student_B	219	239	abstract	systemic inflammation	DDF
37350810	student_B	244	251	abstract	patients	human
37350810	student_B	258	259	abstract	AD	DDF
37350810	student_B	264	288	abstract	mild cognitive impairment	DDF
37350810	student_B	291	293	abstract	MCI	DDF
37350810	student_B	301	325	abstract	normal control (NC) cases	human
37350810	student_B	343	350	abstract	subjects	human
37350810	student_B	356	357	abstract	AD	DDF
37350810	student_B	363	365	abstract	MCI	DDF
37350810	student_B	375	376	abstract	NC	human
37350810	student_B	614	627	abstract	gut microbiome	microbiome
37350810	student_B	645	679	abstract	16S rRNA high-throughput sequencing	biomedical technique
37350810	student_B	682	761	abstract	Phylogenetic Investigation of Communities by Reconstruction of Unobserved States	biomedical technique
37350810	student_B	764	770	abstract	PICRUSt	biomedical technique
37350810	student_B	816	829	abstract	gut microbiota	microbiome
37350810	student_B	832	854	abstract	Gut barrier dysfunction	DDF
37350810	student_B	897	911	abstract	diamine oxidase	chemical
37350810	student_B	914	916	abstract	DAO	chemical
37350810	student_B	920	932	abstract	D-lactic acid	chemical
37350810	student_B	935	936	abstract	DA	chemical
37350810	student_B	944	952	abstract	endotoxin	chemical
37350810	student_B	955	956	abstract	ET	chemical
37350810	student_B	970	1004	abstract	high-sensitivity C-reactive protein	chemical
37350810	student_B	1007	1012	abstract	hs-CRP	chemical
37350810	student_B	1042	1062	abstract	systemic inflammation	DDF
37350810	student_B	1079	1093	abstract	normal controls	human
37350810	student_B	1096	1103	abstract	patients	human
37350810	student_B	1110	1130	abstract	cognitive impairments	DDF
37350810	student_B	1133	1134	abstract	AD	DDF
37350810	student_B	1140	1142	abstract	MCI	DDF
37350810	student_B	1171	1175	abstract	Dorea	bacteria
37350810	student_B	1202	1204	abstract	DAO	chemical
37350810	student_B	1207	1208	abstract	DA	chemical
37350810	student_B	1215	1216	abstract	ET	chemical
37350810	student_B	1358	1369	abstract	MCI patients	human
37350810	student_B	1448	1458	abstract	Bacteroides	bacteria
37350810	student_B	1471	1486	abstract	Faecalibacterium	bacteria
37350810	student_B	1538	1539	abstract	ET	chemical
37350810	student_B	1606	1611	abstract	hs-CRP	chemical
37350810	student_B	1729	1751	abstract	gut barrier dysfunction	DDF
37350810	student_B	1777	1797	abstract	Cognitive impairments	DDF
37350810	student_B	1824	1846	abstract	gut microbial dysbiosis	DDF
37350810	student_B	1852	1881	abstract	intestinal barrier dysfunction	DDF


35049196	student_B	51	103	title	overweight/obese type 2 diabetes high-risk population	human
35049196	student_B	0	10	abstract	Prediabetes	DDF
35049196	student_B	73	80	abstract	diabetes	DDF
35049196	student_B	105	115	abstract	prediabetes	DDF
35049196	student_B	137	144	abstract	diabetes	DDF
35049196	student_B	150	160	abstract	prediabetes	DDF
35049196	student_B	199	220	abstract	cardiovascular disease	DDF
35049196	student_B	223	228	abstract	cancer	DDF
35049196	student_B	231	243	abstract	renal disease	DDF
35049196	student_B	250	257	abstract	dementia	DDF
35049196	student_B	316	326	abstract	prediabetes	DDF
35049196	student_B	438	443	abstract	people	human
35049196	student_B	579	589	abstract	prediabetes	DDF
35049196	student_B	595	621	abstract	obesity-associated diseases	DDF
35049196	student_B	628	641	abstract	gut microbiota	microbiome
35049196	student_B	708	725	abstract	metabolic diseases	DDF
35049196	student_B	728	738	abstract	Individuals	human
35049196	student_B	745	755	abstract	prediabetes	DDF
35049196	student_B	878	891	abstract	gut microbiota	microbiome
35049196	student_B	919	930	abstract	constipation	DDF
35049196	student_B	1064	1077	abstract	gut microbiota	microbiome
35049196	student_B	1176	1186	abstract	prediabetes	DDF
35049196	student_B	1212	1232	abstract	intestinal microbiota	microbiome
35049196	student_B	1242	1264	abstract	prediabetes individuals	human
35049196	student_B	1307	1329	abstract	prediabetes individuals	human
35049196	student_B	1483	1493	abstract	individuals	human
35049196	student_B	1614	1620	abstract	abdomen	anatomical location
35049196	student_B	1632	1638	abstract	abdomen	anatomical location
35049196	student_B	1651	1657	abstract	abdomen	anatomical location
35049196	student_B	1677	1683	abstract	abdomen	anatomical location
35049196	student_B	2206	2218	abstract	Triglycerides	chemical
35049196	student_B	2221	2237	abstract	total cholesterol	chemical
35049196	student_B	2240	2274	abstract	low-density lipoprotein cholesterol	chemical
35049196	student_B	2277	2312	abstract	high-density lipoprotein cholesterol	chemical
35049196	student_B	2315	2335	abstract	fasting blood-glucose	chemical
35049196	student_B	2338	2367	abstract	2-hour post-meal blood glucose	chemical
35049196	student_B	2370	2373	abstract	2hPG	chemical
35049196	student_B	2380	2402	abstract	glycosylated hemoglobin	chemical
35049196	student_B	2405	2419	abstract	fasting insulin	chemical
35049196	student_B	2649	2672	abstract	16S rRNA gene sequencing	biomedical technique
35049196	student_B	2678	2698	abstract	metagenomic detection	biomedical technique
35049196	student_B	2767	2777	abstract	prediabetes	DDF


40110391	student_B	0	21	title	Altered Gut Microbiota	DDF
40110391	student_B	38	91	title	Acute-Respiratory-Distress-Syndrome-Related Depression	DDF
40110391	student_B	101	128	title	Microglial Neuroinflammation	DDF
40110391	student_B	0	51	abstract	Acute respiratory distress syndrome (ARDS) survivors	human
40110391	student_B	71	101	abstract	long-term psychiatric disorders	DDF
40110391	student_B	111	120	abstract	depression	DDF
40110391	student_B	225	238	abstract	gut microbiota	microbiome
40110391	student_B	248	260	abstract	ARDS patients	human
40110391	student_B	352	374	abstract	Akkermansia muciniphila	bacteria
40110391	student_B	384	386	abstract	AKK	bacteria
40110391	student_B	471	483	abstract	ARDS patients	human
40110391	student_B	555	567	abstract	ARDS patients	human
40110391	student_B	574	583	abstract	naive mice	animal
40110391	student_B	592	616	abstract	depressive-like behaviors	DDF
40110391	student_B	697	699	abstract	AKK	bacteria
40110391	student_B	735	759	abstract	metabolite-propionic acid	chemical
40110391	student_B	821	823	abstract	AKK	bacteria
40110391	student_B	833	846	abstract	propionic acid	chemical
40110391	student_B	884	904	abstract	neuronal inflammation	DDF
40110391	student_B	1055	1077	abstract	ARDS-related depression	DDF


37604954	student_B	0	35	title	Cerebral small vessel disease burden	DDF
37604954	student_B	79	120	title	gut Barnesiella intestinihominis bacterium	bacteria
37604954	student_B	49	53	abstract	brain	anatomical location
37604954	student_B	63	65	abstract	gut	anatomical location
37604954	student_B	81	94	abstract	gut microbiota	microbiome
37604954	student_B	142	154	abstract	Gut dysbiosis	DDF
37604954	student_B	203	243	abstract	Alzheimer's disease and related dementias	DDF
37604954	student_B	246	249	abstract	ADRD	DDF
37604954	student_B	287	299	abstract	gut dysbiosis	DDF
37604954	student_B	316	344	abstract	cerebral small vessel disease	DDF
37604954	student_B	347	350	abstract	cSVD	DDF
37604954	student_B	377	380	abstract	ADRD	DDF
37604954	student_B	465	478	abstract	gut microbiome	microbiome
37604954	student_B	520	523	abstract	cSVD	DDF
37604954	student_B	573	576	abstract	cSVD	DDF
37604954	student_B	587	615	abstract	white matter hyperintensities	DDF
37604954	student_B	618	620	abstract	WMH	DDF
37604954	student_B	624	666	abstract	peak width of skeletonized mean diffusivity	DDF
37604954	student_B	669	672	abstract	PSMD	DDF
37604954	student_B	789	804	abstract	FHS participants	human
37604954	student_B	811	819	abstract	MRI scans	biomedical technique
37604954	student_B	917	935	abstract	16S rRNA sequencing	biomedical technique
37604954	student_B	946	1006	abstract	multivariable association and differential abundance analyses	statistical technique
37604954	student_B	1093	1106	abstract	gut microbiota	microbiome
37604954	student_B	1112	1114	abstract	WMH	DDF
37604954	student_B	1117	1120	abstract	PSMD	DDF
37604954	student_B	1186	1227	abstract	Pseudobutyrivibrio and Ruminococcus genera	bacteria
37604954	student_B	1255	1257	abstract	WMH	DDF
37604954	student_B	1263	1266	abstract	PSMD	DDF
37604954	student_B	1424	1475	abstract	gram-negative bacterium Barnesiella intestinihominis	bacteria
37604954	student_B	1534	1544	abstract	cSVD burden	DDF
37604954	student_B	1582	1588	abstract	PICRUSt	biomedical technique
37604954	student_B	1660	1691	abstract	AMP/GMP-activated protein kinase	chemical
37604954	student_B	1694	1707	abstract	phenylpyruvate	chemical
37604954	student_B	1714	1730	abstract	β-hydroxybutyrate	chemical
37604954	student_B	1796	1803	abstract	dementia	DDF
37604954	student_B	1877	1890	abstract	gut microbiome	microbiome
37604954	student_B	1896	1899	abstract	cSVD	DDF


34589897	student_B	35	48	abstract	gut microbiome	microbiome
34589897	student_B	93	113	abstract	anxiety-like behavior	DDF
34589897	student_B	182	195	abstract	gut microbiome	microbiome
34589897	student_B	216	223	abstract	dementia	DDF
34589897	student_B	226	235	abstract	depression	DDF
34589897	student_B	383	394	abstract	participants	human
34589897	student_B	480	491	abstract	older adults	human
34589897	student_B	592	608	abstract	16s V4 sequencing	biomedical technique
34589897	student_B	625	633	abstract	Megamonas	bacteria
34589897	student_B	699	711	abstract	Fusobacterium	bacteria
34589897	student_B	773	800	abstract	Pseudoramibacter_Eubacterium	bacteria
34589897	student_B	857	866	abstract	Butyvibrio	bacteria
34589897	student_B	916	929	abstract	Cloacibacillus	bacteria
34589897	student_B	996	1015	abstract	sensitivity analyses	statistical technique
34589897	student_B	1080	1093	abstract	gut microbiome	microbiome
34589897	student_B	1135	1146	abstract	older adults	human
34589897	student_B	1375	1388	abstract	gut microbiome	microbiome


31950993	student_B	10	28	title	Alzheimer's disease	DDF
31950993	student_B	42	55	title	gut microbiota	microbiome
31950993	student_B	60	70	title	tree shrews	animal
31950993	student_B	77	91	title	ginsenoside Rg1	drug
31950993	student_B	0	14	abstract	Ginsenoside Rg1	drug
31950993	student_B	17	20	abstract	GRg1	drug
31950993	student_B	54	72	abstract	Alzheimer's disease	DDF
31950993	student_B	75	76	abstract	AD	DDF
31950993	student_B	114	115	abstract	AD	DDF
31950993	student_B	140	153	abstract	gut microbiota	microbiome
31950993	student_B	213	216	abstract	GRg1	drug
31950993	student_B	222	235	abstract	gut microbiota	microbiome
31950993	student_B	317	320	abstract	GRg1	drug
31950993	student_B	341	351	abstract	tree shrews	animal
31950993	student_B	354	370	abstract	Morris water maze	biomedical technique
31950993	student_B	376	395	abstract	immunohistochemistry	biomedical technique
31950993	student_B	456	459	abstract	GRg1	drug
31950993	student_B	464	474	abstract	tree shrews	animal
31950993	student_B	480	507	abstract	16S ribosomal RNA sequencing	biomedical technique
31950993	student_B	562	575	abstract	gut microbiota	microbiome
31950993	student_B	614	630	abstract	Morris water maze	biomedical technique
31950993	student_B	681	700	abstract	immunohistochemistry	biomedical technique
31950993	student_B	725	735	abstract	tau protein	chemical
31950993	student_B	748	765	abstract	16SrRNA sequencing	biomedical technique
31950993	student_B	800	813	abstract	Proteobacteria	bacteria
31950993	student_B	819	833	abstract	Verrucomicrobia	bacteria
31950993	student_B	869	884	abstract	Lactobacillaceae	bacteria
31950993	student_B	967	980	abstract	gut microbiome	microbiome
31950993	student_B	1012	1015	abstract	GRg1	drug
31950993	student_B	1088	1091	abstract	GRg1	drug
31950993	student_B	1146	1159	abstract	gut microbiota	microbiome
31950993	student_B	1172	1173	abstract	AD	DDF
31950993	student_B	1184	1197	abstract	Proteobacteria	bacteria
31950993	student_B	1203	1217	abstract	Verrucomicrobia	bacteria
31950993	student_B	1311	1314	abstract	GRg1	drug
31950993	student_B	1320	1333	abstract	gut microbiota	microbiome
31950993	student_B	1338	1348	abstract	tree shrews	animal


39839307	student_B	25	43	title	hydrogen-rich water	food
39839307	student_B	67	85	title	Alzheimer's disease	DDF
39839307	student_B	98	113	title	oxidative stress	DDF
39839307	student_B	116	127	title	inflammation	DDF
39839307	student_B	0	18	abstract	Alzheimer's disease	DDF
39839307	student_B	21	22	abstract	AD	DDF
39839307	student_B	30	63	abstract	complex neurodegenerative disorder	DDF
39839307	student_B	141	167	abstract	Aβ-induced oxidative stress	DDF
39839307	student_B	178	192	abstract	neuronal damage	DDF
39839307	student_B	195	219	abstract	mitochondrial dysfunction	DDF
39839307	student_B	226	234	abstract	apoptosis	DDF
39839307	student_B	336	354	abstract	hydrogen-rich water	food
39839307	student_B	357	359	abstract	HRW	food
39839307	student_B	387	395	abstract	Zebrafish	animal
39839307	student_B	413	429	abstract	aluminum chloride	chemical
39839307	student_B	441	457	abstract	AD-like pathology	DDF
39839307	student_B	481	483	abstract	HRW	food
39839307	student_B	512	528	abstract	Behavioral assays	biomedical technique
39839307	student_B	531	535	abstract	ELISA	biomedical technique
39839307	student_B	538	569	abstract	Hematoxylin-eosin (H&E) staining	biomedical technique
39839307	student_B	576	598	abstract	reactive oxygen species	chemical
39839307	student_B	601	603	abstract	ROS	chemical
39839307	student_B	610	641	abstract	neutrophil fluorescence labeling	biomedical technique
39839307	student_B	695	713	abstract	16S rRNA sequencing	biomedical technique
39839307	student_B	740	753	abstract	gut microbiota	microbiome
39839307	student_B	756	758	abstract	HRW	food
39839307	student_B	786	805	abstract	cognitive impairment	DDF
39839307	student_B	811	834	abstract	depression-like behavior	DDF
39839307	student_B	910	940	abstract	liver Soluble epoxide hydrolase	chemical
39839307	student_B	943	945	abstract	sEH	chemical
39839307	student_B	981	997	abstract	neuroinflammation	DDF
39839307	student_B	1011	1026	abstract	oxidative stress	DDF
39839307	student_B	1042	1044	abstract	HRW	food
39839307	student_B	1068	1083	abstract	harmful bacteria	bacteria
39839307	student_B	1095	1106	abstract	AD pathology	DDF
39839307	student_B	1136	1145	abstract	microbiota	microbiome
39839307	student_B	1154	1156	abstract	gut	anatomical location
39839307	student_B	1187	1189	abstract	HRW	food
39839307	student_B	1235	1236	abstract	AD	DDF
39839307	student_B	1251	1266	abstract	oxidative stress	DDF
39839307	student_B	1269	1280	abstract	inflammation	DDF


39435619	student_B	23	54	title	brain neurodegenerative diseases	DDF
39435619	student_B	59	90	title	age-related macular degeneration	DDF
39435619	student_B	0	31	abstract	Age-related macular degeneration	DDF
39435619	student_B	46	70	abstract	neurodegenerative disease	DDF
39435619	student_B	79	84	abstract	retina	anatomical location
39435619	student_B	354	374	abstract	intestinal microbiome	microbiome
39435619	student_B	477	492	abstract	intestinal flora	microbiome
39435619	student_B	548	586	abstract	immunological and metabolic dysfunction	DDF
39435619	student_B	712	727	abstract	intestinal flora	microbiome
39435619	student_B	768	782	abstract	digestive tract	anatomical location
39435619	student_B	799	803	abstract	brain	anatomical location
39435619	student_B	910	941	abstract	brain neurodegenerative diseases	DDF
39435619	student_B	954	972	abstract	Alzheimer's disease	DDF
39435619	student_B	978	996	abstract	Parkinson's disease	DDF
39435619	student_B	1103	1118	abstract	ocular disorders	DDF
39435619	student_B	1131	1162	abstract	age-related macular degeneration	DDF
39435619	student_B	1173	1204	abstract	brain neurodegenerative diseases	DDF
39435619	student_B	1303	1318	abstract	intestinal flora	microbiome
39435619	student_B	1350	1381	abstract	age-related macular degeneration	DDF
39435619	student_B	1504	1519	abstract	intestinal flora	microbiome
39435619	student_B	1525	1535	abstract	metabolites	chemical
39435619	student_B	1540	1571	abstract	age-related macular degeneration	DDF
39435619	student_B	1686	1701	abstract	intestinal flora	microbiome
39435619	student_B	1706	1737	abstract	age-related macular degeneration	DDF
39435619	student_B	1801	1816	abstract	intestinal flora	microbiome
39435619	student_B	1877	1908	abstract	age-related macular degeneration	DDF
39435619	student_B	1911	1936	abstract	Organ-on-a-chip technology	biomedical technique
39435619	student_B	2030	2045	abstract	intestinal flora	microbiome
39435619	student_B	2064	2074	abstract	metabolites	chemical
39435619	student_B	2084	2095	abstract	metabolomics	biomedical technique


29874567	student_B	0	19	title	Intermittent Fasting	food
29874567	student_B	43	58	title	CNS Autoimmunity	DDF
29874567	student_B	76	89	title	Gut Microbiota	microbiome
29874567	student_B	0	17	abstract	Multiple sclerosis	DDF
29874567	student_B	20	21	abstract	MS	DDF
29874567	student_B	65	68	abstract	diet	food
29874567	student_B	127	146	abstract	intermittent fasting	food
29874567	student_B	149	150	abstract	IF	food
29874567	student_B	212	252	abstract	experimental autoimmune encephalomyelitis	DDF
29874567	student_B	255	257	abstract	EAE	DDF
29874567	student_B	261	262	abstract	IF	food
29874567	student_B	322	337	abstract	Lactobacillaceae	bacteria
29874567	student_B	340	353	abstract	Bacteroidaceae	bacteria
29874567	student_B	360	373	abstract	Prevotellaceae	bacteria
29874567	student_B	441	442	abstract	IF	food
29874567	student_B	452	458	abstract	T cells	anatomical location
29874567	student_B	467	469	abstract	gut	anatomical location
29874567	student_B	545	551	abstract	T cells	anatomical location
29874567	student_B	592	595	abstract	mice	animal
29874567	student_B	600	617	abstract	IF ameliorated EAE	DDF
29874567	student_B	622	645	abstract	immunized recipient mice	animal
29874567	student_B	652	662	abstract	normal diet	food
29874567	student_B	731	739	abstract	gut flora	microbiome
29874567	student_B	771	781	abstract	MS patients	human
29874567	student_B	824	839	abstract	blood adipokines	chemical
29874567	student_B	849	857	abstract	gut flora	microbiome
29874567	student_B	901	904	abstract	mice	animal
29874567	student_B	922	923	abstract	IF	food
29874567	student_B	1005	1018	abstract	gut microbiome	microbiome


35319838	student_B	11	28	title	electroacupuncture	biomedical technique
35319838	student_B	33	46	title	gut microbiota	microbiome
35319838	student_B	52	62	title	serum IL-1β	chemical
35319838	student_B	68	72	title	IL-18	chemical
35319838	student_B	77	80	title	rats	animal
35319838	student_B	87	103	title	vascular dementia	DDF
35319838	student_B	135	149	title	brain disorders	DDF
35319838	student_B	163	172	title	intestines	anatomical location
35319838	student_B	25	42	abstract	electroacupuncture	biomedical technique
35319838	student_B	45	46	abstract	EA	biomedical technique
35319838	student_B	53	58	abstract	Baihui	anatomical location
35319838	student_B	61	64	abstract	GV20	anatomical location
35319838	student_B	69	74	abstract	Dazhui	anatomical location
35319838	student_B	77	80	abstract	GV14	anatomical location
35319838	student_B	85	91	abstract	Shenshu	anatomical location
35319838	student_B	95	98	abstract	BL23	anatomical location
35319838	student_B	105	111	abstract	Zusanli	anatomical location
35319838	student_B	114	117	abstract	ST36	anatomical location
35319838	student_B	127	142	abstract	intestinal flora	microbiome
35319838	student_B	148	172	abstract	serum interleukin (IL)-1β	chemical
35319838	student_B	178	182	abstract	IL-18	chemical
35319838	student_B	280	293	abstract	GV20+GV14+BL23	anatomical location
35319838	student_B	296	313	abstract	EA-basic acupoints	anatomical location
35319838	student_B	321	343	abstract	EA-basic acupoints+ST36	anatomical location
35319838	student_B	349	366	abstract	EA-basic acupoints	anatomical location
35319838	student_B	368	377	abstract	probiotics	dietary supplement
35319838	student_B	494	497	abstract	Rats	animal
35319838	student_B	506	523	abstract	EA-basic acupoints	anatomical location
35319838	student_B	525	534	abstract	probiotics	dietary supplement
35319838	student_B	555	564	abstract	probiotics	dietary supplement
35319838	student_B	616	630	abstract	bifidobacterium	bacteria
35319838	student_B	765	777	abstract	normal saline	chemical
35319838	student_B	784	805	abstract	Morris water maze test	biomedical technique
35319838	student_B	910	914	abstract	IL-1β	chemical
35319838	student_B	920	924	abstract	IL-18	chemical
35319838	student_B	952	956	abstract	ELISA	biomedical technique
35319838	student_B	1000	1016	abstract	intestinal mucosa	anatomical location
35319838	student_B	1035	1047	abstract	H.E. staining	biomedical technique
35319838	student_B	1124	1155	abstract	transmission electron microscopy	biomedical technique
35319838	student_B	1161	1189	abstract	16S rDNA sequencing technique	biomedical technique
35319838	student_B	1230	1250	abstract	intestinal microbiome	microbiome
35319838	student_B	1329	1333	abstract	IL-1β	chemical
35319838	student_B	1339	1343	abstract	IL-18	chemical
35319838	student_B	1383	1398	abstract	harmful bacteria	bacteria
35319838	student_B	1411	1420	abstract	Catabacter	bacteria
35319838	student_B	1423	1434	abstract	obinsoniella	bacteria
35319838	student_B	1440	1452	abstract	Desulfovibrio	bacteria
35319838	student_B	1462	1470	abstract	intestine	anatomical location
35319838	student_B	1590	1594	abstract	IL-1β	chemical
35319838	student_B	1600	1604	abstract	IL-18	chemical
35319838	student_B	1667	1682	abstract	harmful bacteria	bacteria
35319838	student_B	1697	1706	abstract	Catabacter	bacteria
35319838	student_B	1709	1721	abstract	Robinsoniella	bacteria
35319838	student_B	1727	1739	abstract	Desulfovibrio	bacteria
35319838	student_B	2032	2054	abstract	EA-basic acupoints+ST36	anatomical location
35319838	student_B	2060	2078	abstract	EA-ba-sic acupoints	anatomical location
35319838	student_B	2080	2089	abstract	probiotics	dietary supplement
35319838	student_B	2130	2147	abstract	EA-basic acupoints	anatomical location
35319838	student_B	2199	2211	abstract	H.E. staining	biomedical technique
35319838	student_B	2293	2298	abstract	glands	anatomical location


40336123	student_B	15	25	title	waxy barley	food
40336123	student_B	0	12	abstract	Dietary fiber	food
40336123	student_B	15	16	abstract	DF	food
40336123	student_B	48	59	abstract	constipation	DDF
40336123	student_B	70	80	abstract	metabolites	chemical
40336123	student_B	163	172	abstract	depression	DDF
40336123	student_B	199	210	abstract	constipation	DDF
40336123	student_B	413	423	abstract	waxy barley	food
40336123	student_B	426	427	abstract	WB	food
40336123	student_B	439	440	abstract	DF	food
40336123	student_B	455	462	abstract	β-glucan	chemical
40336123	student_B	465	467	abstract	β-G	chemical
40336123	student_B	669	688	abstract	young Japanese women	human
40336123	student_B	697	707	abstract	Kirarimochi	food
40336123	student_B	710	716	abstract	Group K	human
40336123	student_B	729	739	abstract	WB cultivar	food
40336123	student_B	745	756	abstract	Fukumi Fiber	food
40336123	student_B	759	765	abstract	Group F	human
40336123	student_B	776	790	abstract	β-G WB cultivar	food
40336123	student_B	793	804	abstract	Participants	human
40336123	student_B	815	821	abstract	WB rice	food
40336123	student_B	857	859	abstract	β-G	chemical
40336123	student_B	874	875	abstract	WB	food
40336123	student_B	906	907	abstract	WB	food
40336123	student_B	913	914	abstract	DF	food
40336123	student_B	926	928	abstract	β-G	chemical
40336123	student_B	1171	1172	abstract	WB	food
40336123	student_B	1199	1204	abstract	barley	food
40336123	student_B	1226	1232	abstract	Group K	human
40336123	student_B	1254	1260	abstract	Group F	human
40336123	student_B	1423	1429	abstract	Group F	human
40336123	student_B	1623	1629	abstract	Group F	human
40336123	student_B	1739	1745	abstract	Group K	human
40336123	student_B	1768	1774	abstract	Group F	human
40336123	student_B	1801	1821	abstract	high-β-G WB cultivars	food
40336123	student_B	1914	1915	abstract	DF	food
40336123	student_B	1970	1980	abstract	high-β-G WB	food
40336123	student_B	2003	2004	abstract	WB	food


30323761	student_B	45	63	title	Alzheimer's Disease	DDF
30323761	student_B	69	85	title	Colorectal Cancer	DDF
30323761	student_B	109	135	title	Gastrointestinal Conditions	DDF
30323761	student_B	160	161	title	AD	DDF
30323761	student_B	0	18	abstract	Alzheimer's disease	DDF
30323761	student_B	21	22	abstract	AD	DDF
30323761	student_B	30	55	abstract	neurodegenerative disorder	DDF
30323761	student_B	95	100	abstract	people	human
30323761	student_B	181	182	abstract	AD	DDF
30323761	student_B	185	201	abstract	Colorectal cancer	DDF
30323761	student_B	228	234	abstract	cancers	DDF
30323761	student_B	239	257	abstract	Western populations	human
30323761	student_B	288	299	abstract	constipation	DDF
30323761	student_B	323	339	abstract	colorectal cancer	DDF
30323761	student_B	445	456	abstract	Constipation	DDF
30323761	student_B	503	530	abstract	middle-aged and older adults	human
30323761	student_B	552	576	abstract	gastrointestinal disorder	DDF
30323761	student_B	581	586	abstract	adults	human
30323761	student_B	589	600	abstract	constipation	DDF
30323761	student_B	629	638	abstract	population	human
30323761	student_B	693	700	abstract	diabetes	DDF
30323761	student_B	703	721	abstract	Parkinson's disease	DDF
30323761	student_B	774	790	abstract	colorectal cancer	DDF
30323761	student_B	796	797	abstract	AD	DDF
30323761	student_B	813	829	abstract	colorectal cancer	DDF
